Title,Release Date,Budget,Domestic Gross,Worldwide Gross
No End In Sight,7/27/2007,"$2,000,000","$1,433,319","$1,433,319"
Get Real,4/30/1999,"$2,000,000","$1,152,411","$1,152,411"
In the Shadow of the Moon,9/7/2007,"$2,000,000","$1,134,358","$1,134,358"
Meek's Cutoff,4/8/2011,"$2,000,000","$977,772","$1,869,928"
Inside Deep Throat,2/11/2005,"$2,000,000","$653,621","$653,621"
The Virginity Hit,9/24/2010,"$2,000,000","$636,706","$636,706"
Dinner Rush,9/28/2001,"$2,000,000","$615,941","$1,053,218"
Clockwatchers,5/15/1998,"$2,000,000","$537,948","$539,961"
Subway,11/6/1985,"$2,000,000","$390,659","$1,663,296"
House of D,4/15/2005,"$2,000,000","$388,532","$466,106"
Teeth,1/18/2008,"$2,000,000","$347,578","$2,350,641"
Stonewall,7/26/1996,"$2,000,000","$304,602","$304,602"
Sherrybaby,9/8/2006,"$2,000,000","$199,176","$759,504"
The Last Five Years,2/13/2015,"$2,000,000","$147,299","$147,299"
Six-String Samurai,9/18/1998,"$2,000,000","$124,494","$124,494"
Hum to Mohabbt Karega,5/26/2000,"$2,000,000","$121,807","$121,807"
It's All Gone Pete Tong,4/15/2005,"$2,000,000","$120,620","$2,226,603"
Saint John of Las Vegas,1/29/2010,"$2,000,000","$102,645","$102,645"
24 7: Twenty Four Seven,4/15/1998,"$2,000,000","$72,544","$72,544"
Pump,9/19/2014,"$2,000,000","$72,277","$72,277"
Roadside Romeo,10/24/2008,"$2,000,000","$55,202","$2,046,090"
Eureka,5/4/2001,"$2,000,000","$49,388","$76,654"
This Thing of Ours,7/18/2003,"$2,000,000","$37,227","$37,227"
Super Capers,3/20/2009,"$2,000,000","$30,955","$30,955"
Return of the Living Dead 3,1/1/1993,"$2,000,000","$21,000","$21,000"
The Missing Person,11/20/2009,"$2,000,000","$17,896","$17,896"
London,2/10/2006,"$2,000,000","$12,667","$12,667"
Circle,8/27/2010,"$2,000,000","$10,024","$10,024"
Eden Lake,10/31/2008,"$2,000,000","$7,321","$4,294,373"
Jerusalema,6/11/2010,"$2,000,000","$7,294","$10,679"
Say Uncle,6/23/2006,"$2,000,000","$5,361","$5,361"
Plush,9/13/2013,"$2,000,000","$3,320","$29,104"
The Ghastly Love of Johnny X,10/26/2012,"$2,000,000","$2,436","$2,436"
Lesbian Vampire Killers,12/29/2009,"$2,000,000",$0,"$3,620,902"
Grave Encounters,9/9/2011,"$2,000,000",$0,"$2,151,887"
Freeze Frame,12/10/2004,"$2,000,000",$0,"$105,377"
Stitches,4/1/2013,"$2,000,000",$0,"$63,555"
"To Be Frank, Sinatra at 100",12/31/2015,"$2,000,000",$0,$926
Bananas,4/28/1971,"$2,000,000",$0,$0
Pendulum,12/31/2001,"$2,000,000",$0,$0
The Walking Deceased,3/20/2015,"$2,000,000",$0,$0
Wings,8/12/1927,"$2,000,000",$0,$0
True Bromance,12/31/2011,"$2,000,000",$0,$0
Lucky Dog,12/31/2014,"$2,000,000",$0,$0
A Funny Thing Happened on the Way to the Forum,9/9/2014,"$2,000,000",$0,$0
Small Apartments,2/8/2013,"$2,000,000",$0,$0
Coffee Town,7/9/2013,"$2,000,000",$0,$0
The Lady from Shanghai,3/17/2015,"$2,000,000",$0,$0
Good Ol' Boy,12/31/2015,"$2,000,000",$0,$0
The Wrong Side of Right,12/31/2015,"$2,000,000",$0,$0
Shark Lake,12/1/2015,"$2,000,000",$0,$0
Wind Walkers,12/31/2015,"$2,000,000",$0,$0
Rockaway,7/7/2007,"$2,000,000",$0,$0
The Curse of Downers Grove,8/21/2015,"$2,000,000",$0,$0
No Man's Land: The Rise of Reeker,10/14/2008,"$2,000,000",$0,$0
Slacker Uprising,12/31/2007,"$2,000,000",$0,$0
The Legend of Hell's Gate:  An American Conspiracy,3/30/2012,"$2,000,000",$0,$0
Straight A's,3/19/2013,"$2,000,000",$0,$0
Nine Dead,12/31/2009,"$2,000,000",$0,$0
Highway,12/31/2012,"$2,000,000",$0,$0
Buried,9/24/2010,"$1,987,650","$1,044,143","$21,270,290"
The Marine 4,4/21/2015,"$1,950,000",$0,$0
River's Edge,5/8/1987,"$1,900,000","$4,600,000","$4,600,000"
Man on Wire,7/25/2008,"$1,900,000","$2,962,242","$5,617,067"
Nowhere Boy,10/8/2010,"$1,900,000","$1,445,366","$7,785,229"
Northfork,7/11/2003,"$1,900,000","$1,420,578","$1,445,140"
Brotherly Love,4/24/2015,"$1,900,000","$478,595","$478,595"
Submarine,6/3/2011,"$1,900,000","$467,602","$4,581,937"
The Square,4/9/2010,"$1,900,000","$406,216","$740,932"
ABCD (Any Body Can Dance),2/8/2013,"$1,900,000","$222,098","$10,137,234"
Chacun sa nuit,6/29/2007,"$1,900,000","$18,435","$139,317"
Stranded,7/26/2013,"$1,900,000",$0,"$285,593"
Vaalu,12/31/2015,"$1,900,000",$0,"$12,444"
The Last Exorcism,8/27/2010,"$1,800,000","$41,034,350","$70,165,900"
Carrie,11/16/1976,"$1,800,000","$25,878,153","$25,878,153"
A Nightmare on Elm Street,11/9/1984,"$1,800,000","$25,504,513","$25,504,513"
Beasts of the Southern Wild,6/27/2012,"$1,800,000","$12,795,746","$23,265,132"
Dr. Strangelove,1/29/1964,"$1,800,000","$9,164,370","$9,164,370"
Battle for the Planet of the Apes,1/1/1973,"$1,800,000","$8,800,000","$8,800,000"
A Streetcar Named Desire,9/18/1951,"$1,800,000","$8,000,000","$8,000,000"
Hang 'em High,8/3/1968,"$1,800,000","$6,800,000","$6,800,000"
El crimen de padre Amaro,11/15/2002,"$1,800,000","$5,719,000","$5,719,000"
Songcatcher,6/15/2001,"$1,800,000","$3,050,934","$3,050,934"
Higher Ground,8/23/2011,"$1,800,000","$841,056","$842,693"
POM Wonderful Presents: The Greatest Movie Ever Sold,4/22/2011,"$1,800,000","$638,476","$638,476"
Travellers and Magicians,1/7/2005,"$1,800,000","$506,793","$1,322,161"
Ed and his Dead Mother,1/1/1993,"$1,800,000",$673,$673
Independence Daysaster,12/31/2013,"$1,800,000",$0,$0
Deadline,12/31/2009,"$1,800,000",$0,$0
Dysfunctional Friends,2/3/2012,"$1,800,000",$0,$0
Sublime,3/13/2007,"$1,800,000",$0,$0
Against the Wild,3/11/2014,"$1,800,000",$0,$0
Beginners Guide to Sex,10/20/2015,"$1,800,000",$0,$0
Lola rennt,6/18/1999,"$1,750,000","$7,267,324","$22,879,194"
May,2/7/2003,"$1,750,000","$145,540","$634,803"
I Spit on Your Grave,10/8/2010,"$1,750,000","$93,051","$1,278,471"
Living Dark: The Story of Ted the Caver,12/31/2013,"$1,750,000",$0,$0
In the Bedroom,11/23/2001,"$1,700,000","$35,930,604","$42,137,871"
La misma luna,3/19/2008,"$1,700,000","$12,590,147","$23,271,741"
Conquest of the Planet of the Apes,1/1/1972,"$1,700,000","$9,700,000","$9,700,000"
The Lunchbox,2/28/2014,"$1,700,000","$4,231,500","$12,231,500"
Grace Unplugged,10/4/2013,"$1,700,000","$2,507,159","$2,507,159"
"Happy, Texas",10/1/1999,"$1,700,000","$1,943,649","$2,795,685"
My Summer of Love,6/17/2005,"$1,700,000","$1,000,915","$4,727,375"
Yes,6/24/2005,"$1,700,000","$396,035","$661,221"
From Here to Eternity,8/5/1953,"$1,650,000","$30,500,000","$30,500,000"
You Can't Take It With You,1/1/1938,"$1,644,000","$4,000,000","$4,000,000"
Foolish,4/9/1999,"$1,600,000","$6,026,908","$6,026,908"
She Wore a Yellow Ribbon,1/1/1949,"$1,600,000","$5,400,000","$5,400,000"
The Conversation,4/7/1974,"$1,600,000","$4,420,000","$4,420,000"
N-Secure,10/15/2010,"$1,600,000","$2,595,644","$2,595,644"
Sukkar banat,2/1/2008,"$1,600,000","$1,060,591","$14,253,760"
Out of the Dark,12/31/1989,"$1,600,000","$419,428","$419,428"
Bubble,1/27/2006,"$1,600,000","$145,382","$145,382"
Dil Jo Bhi Kahey...,9/23/2005,"$1,600,000","$129,319","$129,319"
Mississippi Mermaid,1/15/1999,"$1,600,000","$27,795","$2,627,795"
I Love Your Work,11/4/2005,"$1,600,000","$3,264","$3,264"
Insidious,4/1/2011,"$1,500,000","$54,009,150","$99,870,886"
Cabin Fever,9/12/2003,"$1,500,000","$21,158,188","$30,351,664"
Waitress,5/2/2007,"$1,500,000","$19,067,631","$22,187,264"
Kickboxer,9/8/1989,"$1,500,000","$14,533,681","$14,533,681"
Bloodsport,2/26/1988,"$1,500,000","$11,806,119","$11,806,119"
Mr. Smith Goes To Washington,1/1/1939,"$1,500,000","$9,000,000","$9,000,000"
The Squid and the Whale,10/5/2005,"$1,500,000","$7,372,734","$11,191,423"
Kids,7/21/1995,"$1,500,000","$7,269,578","$20,269,578"
Kissing Jessica Stein,3/13/2002,"$1,500,000","$7,025,722","$9,345,061"
Spellbound,10/31/1945,"$1,500,000","$7,000,000","$7,000,000"
Dawn of the Dead,4/20/1979,"$1,500,000","$5,100,000","$55,000,000"
Exotica,9/23/1994,"$1,500,000","$5,046,118","$5,046,118"
The To Do List,7/26/2013,"$1,500,000","$3,491,669","$4,128,828"
The Gatekeepers,2/1/2013,"$1,500,000","$2,408,553","$2,592,308"
Repo Man,3/2/1984,"$1,500,000","$2,300,000","$2,300,000"
Buffalo '66,6/26/1998,"$1,500,000","$2,180,752","$2,180,752"
Blood Simple,1/18/1985,"$1,500,000","$1,690,913","$2,730,877"
Nueve Reinas,4/19/2002,"$1,500,000","$1,222,889","$12,412,889"
The Lords of Salem,4/19/2013,"$1,500,000","$1,165,881","$1,541,131"
The Ballad of Jack and Rose,3/25/2005,"$1,500,000","$712,294","$1,126,258"
Killing Zoe,8/31/1994,"$1,500,000","$418,953","$418,953"
The Believer,5/17/2002,"$1,500,000","$406,035","$1,840,248"
Snow Angels,3/7/2008,"$1,500,000","$402,858","$414,404"
Unsullied,8/28/2015,"$1,500,000","$392,962","$392,962"
Session 9,8/10/2001,"$1,500,000","$378,176","$1,619,602"
MOOZ-lum,2/11/2011,"$1,500,000","$362,239","$372,239"
I Want Someone To Eat Cheese With,9/5/2007,"$1,500,000","$194,568","$194,568"
Amigo,8/19/2011,"$1,500,000","$184,705","$184,705"
Hatchet,9/7/2007,"$1,500,000","$175,281","$240,396"
My Name is Bruce,10/31/2008,"$1,500,000","$173,066","$173,066"
Modern Times,2/5/1936,"$1,500,000","$163,245","$163,245"
The Salon,5/11/2007,"$1,500,000","$139,084","$139,084"
Stolen Summer,3/22/2002,"$1,500,000","$119,841","$119,841"
Road Hard,3/6/2015,"$1,500,000","$113,169","$113,169"
Forty Shades of Blue,9/28/2005,"$1,500,000","$75,828","$172,569"
Trucker,10/9/2009,"$1,500,000","$52,429","$52,429"
Pontypool,5/29/2009,"$1,500,000","$3,865","$31,916"
"Me, You and Five Bucks",9/28/2015,"$1,500,000","$2,105","$2,105"
Housebound,10/17/2014,"$1,500,000",$0,"$236,863"
Wal-Mart: The High Cost of Low Price,11/4/2005,"$1,500,000",$0,"$58,692"
#Horror,11/20/2015,"$1,500,000",$0,$0
Once Upon a Time in Queens,11/11/2014,"$1,500,000",$0,$0
Girlhouse,2/13/2015,"$1,500,000",$0,$0
Checkmate,9/8/2015,"$1,500,000",$0,$0
Mutant World,5/26/2015,"$1,500,000",$0,$0
Closer to the Moon,4/17/2015,"$1,500,000",$0,$0
Fetching Cody,3/17/2006,"$1,500,000",$0,$0
The Lion of Judah,6/3/2011,"$1,500,000",$0,$0
Snow White and the Seven Dwarfs,12/21/1937,"$1,488,000","$184,925,485","$184,925,485"
Shalako,1/1/1968,"$1,455,000","$2,620,000","$2,620,000"
Holy Girl,4/29/2005,"$1,400,000","$304,124","$1,261,792"
La chambre bleue,10/3/2014,"$1,400,000","$260,441","$1,945,420"
Incident at Loch Ness,9/17/2004,"$1,400,000","$36,830","$56,073"
Eddie: The Sleepwalking Cannibal,4/5/2013,"$1,400,000","$1,632","$1,632"
Kurmanjan datka,12/31/2014,"$1,400,000",$0,$0
House at the End of the Drive,12/31/2014,"$1,400,000",$0,$0
One Shot,12/31/2015,"$1,400,000",$0,$0
Batman - The Movie,8/21/2001,"$1,377,800",$0,$0
"Lock, Stock and Two Smoking Barrels",3/5/1999,"$1,350,000","$3,714,067","$28,172,686"
The Ballad of Gregorio Cortez,8/19/1983,"$1,305,000","$909,000","$909,000"
San Francisco,6/26/1936,"$1,300,000","$2,868,000","$5,273,000"
Festen,10/9/1998,"$1,300,000","$1,647,780","$1,647,780"
Trees Lounge,10/11/1996,"$1,300,000","$749,741","$749,741"
The Girlfriend Experience,5/22/2009,"$1,300,000","$695,840","$1,005,840"
Journey from the Fall,3/23/2007,"$1,300,000","$635,305","$635,305"
The Basket,5/5/2000,"$1,300,000","$609,042","$609,042"
Above and Beyond,1/30/2015,"$1,300,000","$288,751","$288,751"
Def-Con 4,3/15/1985,"$1,300,000","$210,904","$210,904"
Neal n' Nikki,12/9/2005,"$1,300,000","$100,358","$329,621"
The Hebrew Hammer,12/19/2003,"$1,300,000","$77,755","$90,213"
Los insolitos peces gato,6/13/2014,"$1,300,000","$11,278","$16,653"
Simon,4/7/2006,"$1,300,000","$3,771","$1,738,379"
Forget Me Not,5/24/2011,"$1,300,000",$0,"$13,465"
The Algerian,6/26/2015,"$1,300,000",$0,$0
The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,12/31/2009,"$1,300,000",$0,$0
Rebecca,1/1/1940,"$1,288,000","$6,000,000","$6,000,000"
Friday the 13th Part 2,4/30/1981,"$1,250,000","$21,722,776","$21,722,776"
The Lost Weekend,1/1/1945,"$1,250,000","$11,000,000","$11,000,000"
C.H.U.D.,8/31/1984,"$1,250,000","$4,700,000","$4,700,000"
Filly Brown,4/19/2013,"$1,250,000","$2,850,357","$2,850,357"
Niagara,1/21/1953,"$1,250,000","$2,500,000","$2,500,000"
Da Sweet Blood of Jesus,1/13/2015,"$1,250,000",$0,$0
How Green Was My Valley,10/28/1941,"$1,250,000",$0,$0
The Rocky Horror Picture Show,9/26/1975,"$1,200,000","$140,241,017","$140,241,017"
Saw,10/29/2004,"$1,200,000","$55,968,727","$103,880,027"
"Sex, Lies, and Videotape",8/4/1989,"$1,200,000","$23,676,707","$35,676,707"
Super Troopers,2/15/2002,"$1,200,000","$18,492,362","$23,046,142"
Monsoon Wedding,2/22/2002,"$1,200,000","$13,876,974","$27,025,600"
You Can Count on Me,11/10/2000,"$1,200,000","$9,180,275","$10,827,356"
The Trouble With Harry,10/3/1955,"$1,200,000","$7,000,000","$7,000,000"
Strangers on a Train,7/3/1951,"$1,200,000","$7,000,000","$7,000,000"
"Il buono, il brutto, il cattivo",12/29/1967,"$1,200,000","$6,100,000","$6,100,000"
The Day the Earth Stood Still,3/4/2003,"$1,200,000","$3,700,000","$3,700,000"
Home Run,4/19/2013,"$1,200,000","$2,859,955","$2,859,955"
Reservoir Dogs,10/23/1992,"$1,200,000","$2,832,029","$2,832,029"
But I'm a Cheerleader,7/7/2000,"$1,200,000","$2,205,627","$2,509,344"
The Wrong Man,12/23/1956,"$1,200,000","$2,000,000","$2,000,000"
The Blue Bird,1/1/1976,"$1,200,000","$887,000","$887,000"
Blue Like Jazz,4/13/2012,"$1,200,000","$595,018","$595,018"
Que Horas Ela Volta?,8/28/2015,"$1,200,000","$376,976","$3,043,309"
Q,11/19/1982,"$1,200,000","$255,000","$255,000"
Down & Out with the Dolls,3/21/2003,"$1,200,000","$58,936","$58,936"
"Pink Ribbons, Inc.",6/1/2012,"$1,200,000","$26,608","$26,608"
Certifiably Jonathan,2/11/2011,"$1,200,000","$7,826","$7,826"
La navaja de Don Juan,9/18/2015,"$1,200,000","$4,254","$4,254"
Extreme Movie,12/31/2008,"$1,200,000",$0,"$81,338"
Crowsnest,9/7/2012,"$1,200,000",$0,$0
Airborne,9/14/2012,"$1,200,000",$0,$0
The Wicked Within,12/31/2013,"$1,200,000",$0,$0
Bleeding Hearts,2/3/2015,"$1,200,000",$0,$0
Grand Theft Parsons,6/18/2004,"$1,200,000",$0,$0
Cotton Comes to Harlem,9/9/2014,"$1,200,000",$0,$0
"Charge of the Light Brigade, The",10/20/1936,"$1,200,000",$0,$0
Below Zero,8/28/2012,"$1,200,000",$0,$0
Gods Not Dead,3/21/2014,"$1,150,000","$60,755,732","$63,777,092"
Waiting...,10/7/2005,"$1,125,000","$16,124,543","$18,673,274"
Dead Man's Shoes,5/12/2006,"$1,125,000","$6,013","$414,341"
Wolf Creek,12/25/2005,"$1,100,000","$16,186,348","$29,005,064"
Serbuan maut,3/23/2012,"$1,100,000","$4,105,123","$9,297,407"
The Offspring,9/4/1987,"$1,100,000","$1,355,728","$1,355,728"
Sex with Strangers,2/22/2002,"$1,100,000","$247,740","$247,740"
Beyond the Black Rainbow,5/18/2012,"$1,100,000","$56,491","$56,491"
Dracula: Pages from a Virgin's Diary,5/14/2003,"$1,100,000","$39,659","$81,371"
The Sleepwalker,11/21/2014,"$1,100,000","$2,636","$2,636"
Lake Mungo,3/23/2010,"$1,100,000",$0,$0
Faith Like Potatoes,4/7/2009,"$1,100,000",$0,$0
Dead Undead The,12/31/2010,"$1,100,000",$0,$0
Silent Running,4/7/2015,"$1,100,000",$0,$0
The Vatican Exorcisms,12/31/2013,"$1,100,000",$0,$0
Rocket Singh: Salesman of the Year,12/11/2009,"$1,070,000","$164,649","$5,348,767"
Casablanca,1/23/1943,"$1,039,000","$10,462,500","$10,462,500"
Rocky,11/21/1976,"$1,000,000","$117,235,147","$225,000,000"
The Devil Inside,1/6/2012,"$1,000,000","$53,261,944","$101,758,489"
Tom Jones,10/7/1963,"$1,000,000","$37,600,000","$37,600,000"
Unfriended,4/17/2015,"$1,000,000","$32,482,090","$62,561,449"
Taxi Driver,2/8/1976,"$1,000,000","$28,262,574","$28,262,574"
An Inconvenient Truth,5/24/2006,"$1,000,000","$23,814,997","$52,438,751"
The Fog,2/1/1980,"$1,000,000","$21,378,361","$21,378,361"
Chernobyl Diaries,5/25/2012,"$1,000,000","$18,119,640","$42,411,721"
The Howling,4/10/1981,"$1,000,000","$17,985,000","$17,985,000"
Dr. No,5/8/1963,"$1,000,000","$16,067,035","$59,567,035"
Hellraiser,9/18/1987,"$1,000,000","$13,323,420","$13,323,420"
Cry Wolf,9/16/2005,"$1,000,000","$10,047,674","$15,943,081"
Godzilla 2000,8/18/2000,"$1,000,000","$10,037,390","$10,037,390"
Blue Valentine,12/29/2010,"$1,000,000","$9,737,892","$16,566,240"
Transamerica,12/2/2005,"$1,000,000","$9,015,303","$16,553,163"
Beyond the Valley of the Dolls,1/1/1970,"$1,000,000","$9,000,000","$9,000,000"
Love Me Tender,1/1/1956,"$1,000,000","$9,000,000","$9,000,000"
Sands of Iwo Jima,1/1/1949,"$1,000,000","$7,800,000","$7,800,000"
The Green Inferno,9/25/2015,"$1,000,000","$7,192,291","$8,801,867"
The Sessions,10/19/2012,"$1,000,000","$6,002,451","$11,495,204"
Shine a Light,4/4/2008,"$1,000,000","$5,371,629","$16,040,241"
October Baby,3/23/2012,"$1,000,000","$5,355,847","$5,391,992"
The Skeleton Twins,9/12/2014,"$1,000,000","$5,284,309","$5,797,192"
20 Feet From Stardom,6/14/2013,"$1,000,000","$4,946,250","$5,892,466"
"Food, Inc.",6/12/2009,"$1,000,000","$4,417,674","$4,731,944"
"Next Stop, Wonderland",8/21/1998,"$1,000,000","$3,386,698","$3,456,820"
Obvious Child,6/6/2014,"$1,000,000","$3,122,616","$3,324,070"
Martha Marcy May Marlene,10/21/2011,"$1,000,000","$2,981,038","$5,438,911"
Junebug,8/3/2005,"$1,000,000","$2,678,010","$3,553,253"
Frozen River,8/1/2008,"$1,000,000","$2,511,476","$6,030,129"
The Sidewalks of New York,11/21/2001,"$1,000,000","$2,402,459","$3,575,308"
Two Girls and a Guy,4/24/1998,"$1,000,000","$1,950,218","$2,208,051"
The Broken Hearts Club: A Romantic Comedy,9/29/2000,"$1,000,000","$1,744,858","$2,022,442"
Who Killed the Electric Car?,6/28/2006,"$1,000,000","$1,678,874","$1,849,392"
Walking and Talking,7/17/1996,"$1,000,000","$1,231,303","$1,559,610"
Bubba Ho-Tep,9/19/2003,"$1,000,000","$1,184,656","$1,438,368"
No Man's Land,12/7/2001,"$1,000,000","$1,059,830","$2,676,556"
Slam,10/9/1998,"$1,000,000","$982,214","$1,059,916"
Brigham City,4/6/2001,"$1,000,000","$852,206","$852,206"
Panic,12/1/2000,"$1,000,000","$767,007","$1,413,577"
Fiza,9/8/2000,"$1,000,000","$623,791","$1,179,462"
Ajami,2/3/2010,"$1,000,000","$621,859","$2,721,096"
Orgazmo,10/23/1998,"$1,000,000","$582,024","$627,287"
The Future,7/29/2011,"$1,000,000","$568,662","$574,883"
All the Real Girls,2/14/2003,"$1,000,000","$549,666","$703,020"
Dream With The Fishes,6/20/1997,"$1,000,000","$542,909","$542,909"
The Act of Killing,7/19/2013,"$1,000,000","$486,919","$501,289"
Blue Car,5/2/2003,"$1,000,000","$464,126","$475,367"
Wristcutters: A Love Story,10/19/2007,"$1,000,000","$446,165","$473,769"
Luminarias,5/5/2000,"$1,000,000","$428,535","$428,535"
I Origins,7/18/2014,"$1,000,000","$336,472","$852,399"
The Battle of Shaker Heights,8/22/2003,"$1,000,000","$280,351","$839,145"
Taxi to the Dark Side,1/18/2008,"$1,000,000","$274,661","$304,472"
Guiana 1838,9/24/2004,"$1,000,000","$227,241","$227,241"
Love Lisa,12/30/2002,"$1,000,000","$213,137","$213,137"
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,7/7/2006,"$1,000,000","$144,601","$215,559"
Lisa Picard is Famous,8/22/2001,"$1,000,000","$113,433","$113,433"
Beyond the Brick: A LEGO Brickumentary,7/31/2015,"$1,000,000","$101,531","$101,531"
The House of the Devil,10/30/2009,"$1,000,000","$101,215","$102,812"
Hardflip,6/1/2012,"$1,000,000","$96,734","$96,734"
Creative Control,3/11/2016,"$1,000,000","$63,014","$63,014"
Chocolate: Deep Dark Secrets,9/16/2005,"$1,000,000","$49,000","$1,549,000"
The Perfect Host,7/1/2011,"$1,000,000","$48,764","$51,587"
The Last Big Thing,9/25/1998,"$1,000,000","$22,434","$22,434"
Safe Men,8/7/1998,"$1,000,000","$21,210","$21,210"
Speedway Junky,8/31/2001,"$1,000,000","$17,127","$17,127"
Hits,2/13/2015,"$1,000,000","$15,156","$15,156"
The Specials,9/22/2000,"$1,000,000","$12,996","$12,996"
16 to Life,9/3/2010,"$1,000,000","$11,574","$11,574"
Alone with Her,1/17/2007,"$1,000,000","$10,787","$844,377"
Special,11/21/2008,"$1,000,000","$7,202","$26,822"
The Sisterhood of Night,4/10/2015,"$1,000,000","$6,870","$6,870"
Sparkler,3/19/1999,"$1,000,000","$5,494","$5,494"
The Helix...  Loaded,3/18/2005,"$1,000,000","$3,700","$3,700"
In Her Line of Fire,4/21/2006,"$1,000,000",$884,$884
The Jimmy Show,12/13/2002,"$1,000,000",$703,$703
Heli,12/31/2013,"$1,000,000",$0,"$31,562"
Karachi se Lahore,12/31/2015,"$1,000,000",$0,"$17,721"
Loving Annabelle,12/31/2006,"$1,000,000",$0,"$5,382"
The Pet,3/10/2015,"$1,000,000",$0,$0
Bang Bang Baby,12/31/2014,"$1,000,000",$0,$0
Fear Clinic,2/10/2015,"$1,000,000",$0,$0
Por amor en el caserio,12/22/2015,"$1,000,000",$0,$0
Chemical Cut,12/31/2016,"$1,000,000",$0,$0
Hidden Away,1/7/2014,"$1,000,000",$0,$0
Steppin: The Movie,12/31/2008,"$1,000,000",$0,$0
Snow White: A Deadly Summer,3/20/2012,"$1,000,000",$0,$0
Doc Holliday's Revenge,12/31/2014,"$1,000,000",$0,$0
Frat Party,12/1/2009,"$1,000,000",$0,$0
Childless,12/31/2008,"$1,000,000",$0,$0
Truth or Die,10/9/2012,"$1,000,000",$0,$0
Antarctica: A Year on Ice,3/25/2015,"$1,000,000",$0,$0
The Poker House,7/17/2009,"$1,000,000",$0,$0
My Last Day Without You,10/4/2013,"$1,000,000",$0,$0
Zombie Hunter,10/8/2013,"$1,000,000",$0,$0
Zombies of Mass Destruction,1/29/2010,"$1,000,000",$0,$0
American Hero,12/11/2015,"$1,000,000",$0,$0
The Horror Network,10/27/2015,"$1,000,000",$0,$0
The Party's Over,10/24/2003,"$1,000,000",$0,$0
